"loan_amnt","term","int_rate","installment","grade","sub_grade","emp_length","home_ownership","annual_inc","verification_status","issue_d","purpose","addr_state","dti","delinq_2yrs","inq_last_6mths","loan_status_Binary"
11500," 36 months",15.27,400.18,"C","C4","5 years","RENT",36000,"Not Verified","11-Dec","debt_consolidation","FL",21.1,0,1,"0"
13650," 36 months",12.42,456.12,"B","B4","10+ years","MORTGAGE",86000,"Not Verified","11-Dec","debt_consolidation","CA",12.29,0,1,"1"
10500," 36 months",16.29,370.66,"D","D1","3 years","RENT",30000,"Source Verified","11-Dec","debt_consolidation","CA",15,0,1,"1"
12000," 36 months",9.91,386.7,"B","B1","2 years","RENT",60000,"Not Verified","11-Dec","debt_consolidation","CA",15.5,0,0,"0"
6000," 36 months",8.9,190.52,"A","A5","3 years","RENT",34000,"Not Verified","11-Dec","credit_card","OH",14.51,0,2,"0"
11500," 36 months",15.27,400.18,"C","C4","10+ years","MORTGAGE",44200,"Verified","11-Dec","credit_card","CA",21.69,0,1,"0"
7000," 36 months",12.42,233.91,"B","B4","7 years","MORTGAGE",82000,"Not Verified","11-Dec","debt_consolidation","MD",12,0,1,"0"
29500," 60 months",20.3,786.51,"E","E5","6 years","MORTGAGE",83000,"Source Verified","11-Dec","debt_consolidation","NM",20.93,0,0,"0"
2000," 36 months",15.27,69.6,"C","C4","2 years","RENT",41000,"Verified","11-Dec","moving","TX",17.74,0,1,"0"
11625," 36 months",13.49,394.45,"C","C1","< 1 year","MORTGAGE",36000,"Source Verified","11-Dec","credit_card","KS",19.33,0,1,"0"
15075," 36 months",14.27,517.21,"C","C2","10+ years","RENT",35000,"Verified","11-Dec","debt_consolidation","TX",20.16,0,1,"1"
5300," 36 months",15.27,184.43,"C","C4","1 year","RENT",30000,"Verified","11-Dec","credit_card","CT",24.88,0,2,"0"
8200," 36 months",6.62,251.77,"A","A2","< 1 year","RENT",40000,"Source Verified","11-Dec","home_improvement","PA",11.1,0,1,"0"
12000," 36 months",12.42,400.99,"B","B4","9 years","MORTGAGE",105000,"Not Verified","11-Dec","credit_card","TX",13.98,0,1,"0"
8650," 36 months",14.27,296.78,"C","C2","4 years","MORTGAGE",45000,"Source Verified","11-Dec","credit_card","FL",7.6,0,2,"0"
21000," 60 months",17.27,294.98,"D","D3","10+ years","MORTGAGE",109000,"Verified","11-Dec","debt_consolidation","NJ",7.75,0,0,"0"
16000," 60 months",17.27,399.97,"D","D3","2 years","RENT",50000,"Source Verified","11-Dec","debt_consolidation","TX",11.04,0,0,"0"
12000," 36 months",12.42,400.99,"B","B4","2 years","RENT",83000,"Not Verified","11-Dec","debt_consolidation","CA",11.81,0,2,"0"
9500," 36 months",12.69,318.68,"B","B5","< 1 year","MORTGAGE",52500,"Source Verified","11-Dec","moving","CA",23.54,0,2,"1"
7400," 36 months",13.49,251.09,"C","C1","< 1 year","OWN",25000,"Source Verified","11-Dec","debt_consolidation","AZ",8.45,0,0,"0"
14400," 36 months",13.49,488.6,"C","C1","10+ years","MORTGAGE",60000,"Not Verified","11-Dec","debt_consolidation","FL",16.92,0,1,"0"
24250," 60 months",23.91,519.76,"G","G4","7 years","MORTGAGE",120000,"Verified","11-Dec","debt_consolidation","AZ",12.96,0,3,"0"
7200," 36 months",7.9,225.29,"A","A4","3 years","RENT",68000,"Source Verified","11-Dec","debt_consolidation","GA",7.98,0,0,"1"
26000," 60 months",16.77,642.96,"D","D2","10+ years","MORTGAGE",53000,"Verified","11-Dec","home_improvement","NC",11.77,0,1,"1"
7000," 60 months",11.71,154.69,"B","B3","6 years","MORTGAGE",69600,"Verified","11-Dec","credit_card","WA",26.22,0,0,"1"
4000," 36 months",7.51,124.45,"A","A3","< 1 year","RENT",65000,"Source Verified","11-Dec","major_purchase","CA",18.17,0,0,"0"
1500," 36 months",17.27,53.69,"D","D3","10+ years","MORTGAGE",144000,"Verified","11-Dec","debt_consolidation","CA",8.23,1,0,"0"
19600," 36 months",12.42,654.94,"B","B4","2 years","RENT",75000,"Verified","11-Dec","credit_card","NY",11.62,0,0,"0"
2500," 36 months",11.71,82.69,"B","B3","7 years","MORTGAGE",29000,"Verified","11-Dec","debt_consolidation","AZ",18.7,0,0,"0"
10000," 36 months",12.69,335.45,"B","B5","2 years","RENT",70000,"Not Verified","11-Dec","credit_card","CA",2.69,0,0,"1"
10000," 36 months",6.62,307.04,"A","A2","5 years","RENT",45000,"Not Verified","11-Dec","credit_card","OH",26.85,0,0,"0"
4225," 36 months",12.42,141.18,"B","B4","5 years","MORTGAGE",55200,"Not Verified","11-Dec","other","WA",17.61,0,1,"0"
3500," 36 months",7.9,109.52,"A","A4","7 years","MORTGAGE",61440,"Not Verified","11-Dec","vacation","CA",6.46,1,0,"0"
12000," 36 months",6.62,368.45,"A","A2","10+ years","MORTGAGE",56000,"Not Verified","11-Dec","debt_consolidation","FL",13.65,0,0,"0"
16500," 36 months",8.9,523.93,"A","A5","< 1 year","RENT",47000,"Source Verified","11-Dec","debt_consolidation","IL",9.06,0,1,"0"
22000," 60 months",21.67,603.5,"F","F3","< 1 year","RENT",55000,"Verified","11-Dec","debt_consolidation","WA",15.62,0,1,"0"
12000," 36 months",14.65,413.94,"C","C3","1 year","RENT",71000,"Verified","11-Dec","credit_card","KS",14.87,0,2,"0"
15600," 60 months",12.69,352.48,"B","B5","10+ years","RENT",50000,"Source Verified","11-Dec","vacation","NY",5.78,0,1,"0"
10800," 36 months",12.42,360.89,"B","B4","8 years","RENT",135000,"Verified","11-Dec","credit_card","CA",12.12,0,0,"0"
14000," 36 months",12.42,467.82,"B","B4","10+ years","MORTGAGE",63000,"Not Verified","11-Dec","credit_card","GA",7.35,0,0,"0"
18825," 60 months",17.58,473.75,"D","D4","4 years","MORTGAGE",44000,"Verified","11-Dec","debt_consolidation","NY",24.98,0,0,"0"
6000," 36 months",13.49,203.59,"C","C1","5 years","MORTGAGE",50000,"Not Verified","11-Dec","debt_consolidation","NM",15.58,0,1,"0"
12000," 36 months",9.91,386.7,"B","B1","5 years","RENT",80000,"Not Verified","11-Dec","debt_consolidation","TX",14.83,0,0,"0"
10000," 36 months",12.42,334.16,"B","B4","4 years","RENT",45000,"Not Verified","11-Dec","debt_consolidation","WA",10.45,0,0,"0"
8000," 36 months",7.9,250.33,"A","A4","2 years","RENT",78000,"Not Verified","11-Dec","vacation","NY",6.09,0,1,"0"
14125," 36 months",9.91,455.18,"B","B1","1 year","RENT",33000,"Verified","11-Dec","debt_consolidation","OR",23.13,0,3,"0"
14000," 36 months",12.69,469.63,"B","B5","5 years","RENT",62800,"Not Verified","11-Dec","debt_consolidation","WA",19.24,0,1,"0"
13200," 60 months",17.27,224.36,"D","D3","3 years","RENT",26400,"Source Verified","11-Dec","small_business","TX",9.64,0,3,"0"
4000," 36 months",19.03,146.69,"E","E2","10+ years","MORTGAGE",80000,"Not Verified","11-Dec","vacation","NC",20.59,1,2,"0"
4000," 36 months",12.69,134.18,"B","B5","2 years","RENT",25000,"Not Verified","11-Dec","debt_consolidation","CO",6.86,0,3,"1"
10500," 36 months",6.03,319.58,"A","A1","10+ years","MORTGAGE",65000,"Source Verified","11-Dec","debt_consolidation","TX",10.36,0,0,"0"
5500," 36 months",7.9,172.1,"A","A4","10+ years","OWN",59000,"Source Verified","11-Dec","car","PA",6.65,0,0,"0"
7350," 36 months",11.71,243.11,"B","B3","1 year","RENT",33000,"Verified","11-Dec","debt_consolidation","CA",22.51,0,1,"0"
10000," 36 months",12.42,334.16,"B","B4","10+ years","RENT",39000,"Source Verified","11-Dec","credit_card","MO",18.31,0,1,"1"
12000," 36 months",7.51,373.33,"A","A3","10+ years","RENT",42000,"Not Verified","11-Dec","debt_consolidation","OH",10.74,0,1,"0"
5000," 60 months",11.71,110.5,"B","B3","5 years","MORTGAGE",38004,"Not Verified","11-Dec","home_improvement","MI",23.78,0,0,"0"
8000," 60 months",11.71,176.79,"B","B3","3 years","OWN",31000,"Source Verified","11-Dec","other","OR",16.22,0,3,"0"
4500," 36 months",8.9,142.89,"A","A5","10+ years","MORTGAGE",50700,"Verified","11-Dec","other","NC",23.43,0,0,"0"
18000," 36 months",12.42,601.48,"B","B4","1 year","OWN",75000,"Verified","11-Dec","credit_card","LA",12.51,0,2,"0"
12300," 60 months",13.49,282.96,"C","C1","2 years","MORTGAGE",30000,"Source Verified","11-Dec","debt_consolidation","MT",12.76,0,1,"0"
12000," 36 months",13.49,407.17,"C","C1","6 years","RENT",40000,"Not Verified","11-Dec","debt_consolidation","GA",15.72,0,0,"0"
10000," 36 months",13.49,339.31,"C","C1","10+ years","MORTGAGE",50000,"Not Verified","11-Dec","credit_card","CA",5.88,1,2,"0"
6000," 36 months",7.9,187.75,"A","A4","7 years","MORTGAGE",80000,"Not Verified","11-Dec","other","WI",8.87,0,4,"0"
12000," 36 months",12.69,402.54,"B","B5","4 years","RENT",40000,"Not Verified","11-Dec","debt_consolidation","MD",22.2,0,1,"0"
12000," 36 months",8.9,381.04,"A","A5","7 years","RENT",80000,"Not Verified","11-Dec","other","CA",9.13,0,0,"1"
7000," 36 months",11.71,231.54,"B","B3","2 years","RENT",75000,"Source Verified","11-Dec","debt_consolidation","CA",15.57,0,0,"0"
35000," 60 months",18.64,690.56,"E","E1","8 years","MORTGAGE",85000,"Verified","11-Dec","debt_consolidation","IL",12,0,1,"0"
1400," 36 months",7.9,43.81,"A","A4","1 year","RENT",28800,"Not Verified","11-Dec","other","FL",10,0,1,"0"
16000," 60 months",13.49,368.08,"C","C1","10+ years","RENT",35000,"Verified","11-Dec","small_business","NC",16.22,0,1,"1"
3200," 36 months",9.91,103.12,"B","B1","9 years","RENT",61200,"Not Verified","11-Dec","debt_consolidation","CA",2.16,0,0,"0"
8000," 36 months",7.9,250.33,"A","A4","1 year","RENT",40000,"Not Verified","11-Dec","medical","CA",13.35,0,0,"0"
11875," 60 months",12.69,268.32,"B","B5","< 1 year","RENT",25920,"Source Verified","11-Dec","debt_consolidation","CA",23.75,0,0,"1"
5000," 36 months",6.03,152.18,"A","A1","9 years","MORTGAGE",54000,"Not Verified","11-Dec","home_improvement","NJ",3.82,0,0,"0"
1800," 36 months",6.62,55.27,"A","A2","10+ years","RENT",18000,"Not Verified","11-Dec","small_business","MI",23.8,0,0,"0"
35000," 36 months",8.9,1111.37,"A","A5","5 years","RENT",85000,"Verified","11-Dec","debt_consolidation","IL",17.73,0,0,"0"
18000," 36 months",8.9,571.56,"A","A5","5 years","RENT",78000,"Verified","11-Dec","credit_card","NY",7,0,1,"0"
14000," 36 months",7.9,438.07,"A","A4","10+ years","OWN",45600,"Not Verified","11-Dec","debt_consolidation","WV",19.74,0,0,"1"
5000," 36 months",12.42,167.08,"B","B4","2 years","RENT",70000,"Not Verified","11-Dec","debt_consolidation","TX",20.06,0,1,"0"
8000," 36 months",15.96,281.1,"C","C5","4 years","RENT",70000,"Source Verified","11-Dec","credit_card","IL",14.04,0,2,"0"
10000," 36 months",6.03,304.36,"A","A1","9 years","MORTGAGE",80000,"Not Verified","11-Dec","debt_consolidation","MA",12.99,0,0,"0"
10000," 36 months",7.51,311.11,"A","A3","5 years","RENT",50000,"Verified","11-Dec","debt_consolidation","NJ",4.63,0,2,"0"
12000," 36 months",12.42,400.99,"B","B4","10+ years","MORTGAGE",35000,"Verified","11-Dec","debt_consolidation","CO",18.51,0,0,"0"
23200," 36 months",7.9,725.94,"A","A4","3 years","MORTGAGE",65000,"Verified","11-Dec","debt_consolidation","MI",27.99,0,0,"0"
18000," 60 months",15.27,430.78,"C","C4","1 year","MORTGAGE",84000,"Verified","11-Dec","credit_card","CT",11.41,0,3,"0"
4800," 36 months",15.27,167.03,"C","C4","10+ years","MORTGAGE",75000,"Not Verified","11-Dec","debt_consolidation","WV",9.3,0,1,"0"
7300," 36 months",11.71,241.46,"B","B3","6 years","RENT",35000,"Not Verified","11-Dec","debt_consolidation","VA",16.42,0,1,"0"
10400," 36 months",9.91,335.14,"B","B1","6 years","RENT",40000,"Source Verified","11-Dec","debt_consolidation","FL",11.67,0,2,"0"
6600," 36 months",9.91,212.69,"B","B1","1 year","MORTGAGE",1e+05,"Not Verified","11-Dec","house","FL",15.53,0,2,"0"
12000," 36 months",8.9,381.04,"A","A5","7 years","OWN",40000,"Not Verified","11-Dec","debt_consolidation","NJ",9.45,0,0,"0"
13250," 36 months",17.27,474.19,"D","D3","10+ years","RENT",52000,"Verified","11-Dec","debt_consolidation","NY",23.7,0,0,"0"
12000," 36 months",11.71,396.92,"B","B3","3 years","RENT",92500,"Source Verified","11-Dec","debt_consolidation","CA",15.97,0,2,"0"
25000," 36 months",9.91,805.63,"B","B1","9 years","RENT",61000,"Source Verified","11-Dec","debt_consolidation","CA",10.35,0,0,"0"
6000," 36 months",10.65,195.44,"B","B2","10+ years","RENT",36000,"Not Verified","11-Dec","other","HI",14.43,0,1,"0"
12000," 36 months",7.51,373.33,"A","A3","10+ years","MORTGAGE",68000,"Not Verified","11-Dec","credit_card","CA",7.08,0,1,"0"
14400," 36 months",11.71,476.3,"B","B3","1 year","RENT",80000,"Not Verified","11-Dec","credit_card","CA",16.35,0,1,"0"
10000," 36 months",12.42,334.16,"B","B4","10+ years","RENT",43000,"Not Verified","11-Dec","credit_card","NY",11.58,0,0,"0"
8000," 36 months",11.71,264.61,"B","B3","1 year","RENT",150000,"Not Verified","11-Dec","credit_card","NY",2.48,1,0,"0"
8000," 36 months",16.29,282.41,"D","D1","5 years","RENT",50000,"Not Verified","11-Dec","credit_card","NV",13.22,0,0,"1"
30000," 60 months",12.42,673.72,"B","B4","3 years","RENT",70000,"Source Verified","11-Dec","small_business","TX",0.94,0,0,"1"
18000," 60 months",16.77,445.13,"D","D2","6 years","OWN",40000,"Not Verified","11-Dec","home_improvement","CA",18.42,0,3,"1"
13250," 36 months",11.71,438.26,"B","B3","2 years","OWN",35000,"Not Verified","11-Dec","credit_card","PA",22.35,0,1,"0"
14000," 36 months",14.27,480.33,"C","C2","6 years","RENT",80000,"Not Verified","11-Dec","debt_consolidation","CA",16.21,0,0,"0"
20000," 60 months",20.3,533.23,"E","E5","10+ years","OWN",59000,"Verified","11-Dec","debt_consolidation","AK",20.91,0,2,"1"
10000," 36 months",16.29,353.01,"D","D1","10+ years","RENT",40000,"Verified","11-Dec","credit_card","NY",24.39,0,1,"0"
35000," 60 months",20.3,619.88,"E","E5","5 years","RENT",85000,"Verified","11-Dec","debt_consolidation","NJ",20.16,0,0,"0"
4000," 36 months",6.03,121.75,"A","A1","1 year","RENT",55000,"Not Verified","11-Dec","debt_consolidation","OR",7.05,0,0,"0"
13000," 36 months",9.91,418.93,"B","B1","6 years","RENT",110000,"Not Verified","11-Dec","debt_consolidation","CA",8.38,0,0,"0"
28000," 36 months",12.69,939.26,"B","B5","5 years","RENT",1e+05,"Source Verified","11-Dec","credit_card","WI",12.35,0,0,"0"
10000," 36 months",13.49,339.31,"C","C1","3 years","RENT",62000,"Not Verified","11-Dec","debt_consolidation","MA",11.52,0,0,"0"
20000," 36 months",7.9,625.81,"A","A4","< 1 year","RENT",45000,"Verified","11-Dec","debt_consolidation","GA",9.25,0,1,"0"
18000," 36 months",9.91,580.05,"B","B1","5 years","RENT",110000,"Verified","11-Dec","debt_consolidation","FL",10,0,1,"0"
9000," 60 months",19.91,238,"E","E4","3 years","RENT",60000,"Verified","11-Dec","credit_card","CA",22.56,0,1,"1"
25000," 60 months",18.64,643.58,"E","E1","10+ years","RENT",61500,"Verified","11-Dec","debt_consolidation","NY",12.6,1,0,"1"
10000," 36 months",11.71,330.76,"B","B3","3 years","RENT",33000,"Not Verified","11-Dec","other","NY",8.69,0,0,"0"
4200," 36 months",6.03,127.83,"A","A1","3 years","RENT",61000,"Not Verified","11-Dec","credit_card","NJ",8.92,0,0,"0"
20000," 60 months",15.27,478.64,"C","C4","10+ years","OWN",78216,"Verified","11-Dec","debt_consolidation","CA",10.79,0,1,"1"
18000," 60 months",17.27,449.97,"D","D3","1 year","MORTGAGE",62000,"Verified","11-Dec","debt_consolidation","VA",7.82,0,2,"1"
24000," 36 months",16.29,847.21,"D","D1","2 years","RENT",50964,"Verified","11-Dec","debt_consolidation","GA",8.83,1,1,"0"
4475," 36 months",15.27,155.72,"C","C4","3 years","RENT",43680,"Not Verified","11-Dec","credit_card","CO",18.79,0,2,"0"
20000," 60 months",14.65,472.14,"C","C3","2 years","MORTGAGE",56000,"Verified","11-Dec","credit_card","CA",12.15,0,1,"0"
12000," 36 months",12.42,400.99,"B","B4","5 years","RENT",50700,"Source Verified","11-Dec","credit_card","NJ",22.49,0,0,"0"
18000," 60 months",17.58,452.98,"D","D4","n/a","MORTGAGE",60000,"Verified","11-Dec","debt_consolidation","AL",21.96,0,1,"0"
5000," 36 months",12.42,167.08,"B","B4","2 years","RENT",30000,"Source Verified","11-Dec","debt_consolidation","SC",23.84,0,2,"1"
3000," 36 months",6.03,91.31,"A","A1","5 years","RENT",50000,"Not Verified","11-Dec","other","VA",5.5,0,0,"0"
25000," 60 months",19.03,648.93,"E","E2","10+ years","RENT",75000,"Verified","11-Dec","debt_consolidation","WY",19.63,0,2,"0"
18000," 60 months",19.03,467.23,"E","E2","3 years","RENT",90000,"Source Verified","11-Dec","credit_card","NY",11.32,0,1,"0"
12000," 36 months",9.91,386.7,"B","B1","10+ years","RENT",55000,"Not Verified","11-Dec","debt_consolidation","RI",13,0,0,"1"
20000," 36 months",15.27,695.96,"C","C4","10+ years","MORTGAGE",50000,"Verified","11-Dec","other","MA",4.34,0,1,"0"
10000," 36 months",13.49,339.31,"C","C1","3 years","RENT",84000,"Verified","11-Dec","debt_consolidation","CA",13.87,0,0,"0"
15000," 36 months",12.42,501.23,"B","B4","6 years","OWN",155000,"Verified","11-Dec","debt_consolidation","GA",17.85,0,0,"0"
12000," 36 months",7.9,375.49,"A","A4","< 1 year","MORTGAGE",62000,"Source Verified","11-Dec","debt_consolidation","MD",8.71,0,0,"0"
20000," 60 months",10.65,290.64,"B","B2","2 years","MORTGAGE",175000,"Verified","11-Dec","debt_consolidation","TX",5.23,0,0,"0"
6300," 36 months",11.71,208.38,"B","B3","2 years","RENT",30000,"Not Verified","11-Dec","credit_card","NY",7.2,0,1,"0"
20000," 60 months",16.77,494.59,"D","D2","7 years","RENT",50000,"Verified","11-Dec","credit_card","IL",22.82,0,1,"0"
35000," 60 months",17.27,578.71,"D","D3","8 years","MORTGAGE",208000,"Source Verified","11-Dec","debt_consolidation","MD",7.94,0,0,"0"
8250," 60 months",15.96,200.45,"C","C5","2 years","MORTGAGE",35004,"Verified","11-Dec","home_improvement","NY",15.6,2,1,"0"
20000," 60 months",12.69,451.9,"B","B5","7 years","OWN",85000,"Source Verified","11-Dec","home_improvement","LA",10.21,0,0,"0"
10000," 36 months",11.71,330.76,"B","B3","5 years","RENT",32000,"Not Verified","11-Dec","credit_card","FL",21.83,0,0,"1"
24000," 36 months",8.9,762.08,"A","A5","10+ years","MORTGAGE",116400,"Verified","11-Dec","car","FL",3.94,0,4,"1"
14400," 36 months",12.69,483.05,"B","B5","9 years","MORTGAGE",40000,"Not Verified","11-Dec","debt_consolidation","IL",20.16,0,2,"0"
6000," 36 months",14.65,206.97,"C","C3","7 years","RENT",34000,"Not Verified","11-Dec","credit_card","MD",21.39,0,2,"0"
22000," 36 months",15.96,773.03,"C","C5","5 years","MORTGAGE",73000,"Verified","11-Dec","debt_consolidation","IL",22.47,0,1,"0"
12000," 36 months",11.71,396.92,"B","B3","10+ years","RENT",57200,"Source Verified","11-Dec","debt_consolidation","MA",16.36,0,0,"1"
16000," 36 months",16.77,568.62,"D","D2","< 1 year","MORTGAGE",114000,"Source Verified","11-Dec","debt_consolidation","MO",17.2,0,1,"0"
10000," 36 months",10.65,325.74,"B","B2","10+ years","MORTGAGE",90000,"Not Verified","11-Dec","debt_consolidation","NY",11.16,0,1,"0"
16000," 60 months",19.03,301.76,"E","E2","8 years","MORTGAGE",54000,"Source Verified","11-Dec","home_improvement","NC",16.89,0,0,"0"
10000," 36 months",12.69,335.45,"B","B5","2 years","RENT",35000,"Source Verified","11-Dec","debt_consolidation","KY",12.03,0,1,"1"
3500," 36 months",13.49,118.76,"C","C1","7 years","RENT",56000,"Not Verified","11-Dec","debt_consolidation","FL",10.35,0,2,"0"
9600," 36 months",9.91,309.36,"B","B1","5 years","RENT",35000,"Not Verified","11-Dec","debt_consolidation","NC",16.49,0,0,"0"
9875," 36 months",7.9,309,"A","A4","10+ years","MORTGAGE",40000,"Source Verified","11-Dec","debt_consolidation","NY",24.03,0,1,"0"
21500," 60 months",17.58,427.19,"D","D4","2 years","OWN",59000,"Verified","11-Dec","debt_consolidation","MO",22.86,0,1,"0"
4800," 36 months",7.9,150.2,"A","A4","6 years","RENT",48000,"Source Verified","11-Dec","debt_consolidation","FL",13,0,1,"0"
7800," 36 months",6.03,237.4,"A","A1","10+ years","OWN",85000,"Not Verified","11-Dec","major_purchase","NV",0.78,0,1,"0"
20000," 36 months",14.27,686.18,"C","C2","10+ years","MORTGAGE",70000,"Verified","11-Dec","credit_card","TX",6.21,0,1,"0"
9750," 36 months",7.51,303.34,"A","A3","4 years","RENT",35000,"Not Verified","11-Dec","debt_consolidation","HI",29.04,0,1,"1"
18000," 60 months",15.96,365.67,"C","C5","6 years","MORTGAGE",91000,"Verified","11-Dec","credit_card","VA",23.41,0,2,"0"
5000," 36 months",6.03,152.18,"A","A1","9 years","MORTGAGE",30000,"Not Verified","11-Dec","other","CA",16.48,0,0,"0"
9000," 36 months",14.65,310.45,"C","C3","4 years","RENT",45000,"Source Verified","11-Dec","debt_consolidation","NY",17.01,1,1,"0"
7200," 36 months",7.9,225.29,"A","A4","1 year","RENT",55000,"Not Verified","11-Dec","debt_consolidation","FL",11.98,0,0,"0"
